count layer hidden,count neuron,epoc,count data,percentage validation,percentage error training,percentage error validation
1,10,6,1000,10.0,0.009951570176871625,0.005861094427636072
1,10,7,1000,10.0,0.009089824726206739,0.005685724573730964
1,10,8,1000,10.0,0.008379708911910184,0.005518751983737754
1,10,9,1000,10.0,0.007781199281150189,0.005361184702673871
1,10,10,1000,10.0,0.007267938981302637,0.005213147772409085
1,10,11,1000,10.0,0.006821689971945885,0.005074320241506895
1,10,12,1000,10.0,0.00642933155633968,0.004944172065423085
1,10,13,1000,10.0,0.006081124226330665,0.00482209175269661
1,10,14,1000,10.0,0.005769649962896899,0.004707454176612143
1,10,15,1000,10.0,0.005489136253555825,0.004599655448290853
1,10,16,1000,10.0,0.0052350086809752365,0.0044981296117972405
1,10,17,1000,10.0,0.005003585375870283,0.004402355345538033
1,10,18,1000,10.0,0.004791862658746081,0.0043118572497211054
1,10,19,1000,10.0,0.004597361098336169,0.004226204298365082
1,10,20,1000,10.0,0.004418012670900479,0.004145006909439814
1,10,21,1000,10.0,0.0042520765385637834,0.004067913447736531
1,10,22,1000,10.0,0.00409807517131205,0.003994606609299536
1,10,23,1000,10.0,0.003954745199245077,0.0039247999260505545
1,10,24,1000,10.0,0.0038209991085375577,0.003858234508574479
1,10,25,1000,10.0,0.0036958950400201424,0.0037946760763367406
1,10,26,1000,10.0,0.003578612724552899,0.003733912286229593
1,10,27,1000,10.0,0.0034684341237589925,0.0036757503496925564
1,10,28,1000,10.0,0.0033647277192460777,0.003620014918326622
1,10,29,1000,10.0,0.0032669356600182613,0.003566546213548304
1,10,0,1000,20.0,0.00290789912063376,0.0039111788572933365
1,10,1,1000,20.0,0.00281876341011136,0.0039554843827296566
1,10,2,1000,20.0,0.0027445349074830027,0.003978802420654562
1,10,3,1000,20.0,0.002676879502315113,0.003988379189091588
1,10,4,1000,20.0,0.0026134554005524135,0.003989546731910997
1,10,5,1000,20.0,0.0025534100028470914,0.003985654719184893
1,10,6,1000,20.0,0.0024963155912493254,0.003978727254445084
1,10,7,1000,20.0,0.002441890089958283,0.0039699849386788935
1,10,8,1000,20.0,0.0023899144559085808,0.003960172257517459
1,10,9,1000,20.0,0.002340204482481179,0.003949750463439191
1,10,10,1000,20.0,0.0022925993900540986,0.003939009861327656
1,10,11,1000,20.0,0.002246956238920612,0.003928135678669281
1,10,12,1000,20.0,0.0022031466383339087,0.00391724732585308
1,10,13,1000,20.0,0.0021610545012572765,0.003906422243346782
1,10,14,1000,20.0,0.0021205743550650746,0.0038957106703751826
1,10,15,1000,20.0,0.0020816099943351887,0.0038851449626523225
1,10,16,1000,20.0,0.002044073370084034,0.0038747455727580634
1,10,17,1000,20.0,0.0020078836559051455,0.0038645249486272985
1,10,18,1000,20.0,0.001972966453109049,0.0038544901105861448
1,10,19,1000,20.0,0.0019392531083175515,0.0038446443762385867
1,10,20,1000,20.0,0.0019066801236690039,0.003834988527934862
1,10,21,1000,20.0,0.001875188644183993,0.003825521610894571
1,10,22,1000,20.0,0.001844724009961052,0.003816241483741942
1,10,23,1000,20.0,0.0018152353632081447,0.0038071452013151087
1,10,24,1000,20.0,0.0017866753019253542,0.0037982292827451703
1,10,25,1000,20.0,0.0017589995734845292,0.003789489900354204
1,10,26,1000,20.0,0.0017321668024971046,0.0037809230134492073
1,10,27,1000,20.0,0.001706138248286489,0.003772524463464324
1,10,28,1000,20.0,0.001680877588033749,0.003764290041792037
1,10,29,1000,20.0,0.0016563507222809842,0.0037562155381775726
1,10,0,1000,30.0,0.0015897299487302998,0.002145741837389553
1,10,1,1000,30.0,0.0015671468080524983,0.0021220403704352254
1,10,2,1000,30.0,0.001547107249549324,0.00210317341475138
1,10,3,1000,30.0,0.0015286108052384997,0.0020875996945186846
1,10,4,1000,30.0,0.0015111225431587829,0.0020743426342296548
1,10,5,1000,30.0,0.0014943502177813834,0.002062762604361625
1,10,6,1000,30.0,0.00147813004666584,0.002052427896280622
1,10,7,1000,30.0,0.0014623671788056589,0.002043039215178937
1,10,8,1000,30.0,0.001447004246510652,0.0020343841011107905
1,10,9,1000,30.0,0.001432004557513191,0.0020263085842821367
1,10,10,1000,30.0,0.0014173430147291152,0.002018699051153138
1,10,11,1000,30.0,0.0014030011595043525,0.0020114703309290823
1,10,12,1000,30.0,0.0013889644371059189,0.0020045576754660656
1,10,13,1000,30.0,0.0013752206711324878,0.001997911240121753
1,10,14,1000,30.0,0.0013617592016172601,0.0019914922107156854
1,10,15,1000,30.0,0.0013485703908178125,0.001985270038544555
1,10,16,1000,30.0,0.0013356453345954838,0.0019792204365754055
1,10,17,1000,30.0,0.0013229756898630234,0.001973323908091227
1,10,18,1000,30.0,0.0013105535682452648,0.0019675646538016866
1,10,19,1000,30.0,0.0012983714679549263,0.0019619297517738795
1,10,20,1000,30.0,0.0012864222280270178,0.001956408536469423
1,10,21,1000,30.0,0.00127469899585372,0.001950992124678265
1,10,22,1000,30.0,0.0012631952027981586,0.001945673050878475
1,10,23,1000,30.0,0.001251904544848126,0.0019404449848138524
1,10,24,1000,30.0,0.0012408209665218108,0.0019353025113287093
1,10,25,1000,30.0,0.0012299386469606162,0.0019302409576811715
1,10,26,1000,30.0,0.0012192519875653862,0.0019252562573027385
1,10,27,1000,30.0,0.0012087556007794175,0.0019203448417068581
1,10,28,1000,30.0,0.0011984442997684923,0.0019155035542637886
1,10,29,1000,30.0,0.0011883130888353684,0.0019107295810545466
2,5,0,100,10.0,16.114287595688193,13.572328409585104
2,5,1,100,10.0,12.384117650198283,11.495167722353699
2,5,2,100,10.0,11.451733342169446,11.309098601379999
2,5,3,100,10.0,11.37342182183933,11.31484281086714
2,5,4,100,10.0,11.353602514303882,11.310071925052078
2,5,5,100,10.0,11.334774626330333,11.29674707354805
2,5,6,100,10.0,11.315553094868767,11.279829238091132
2,5,7,100,10.0,11.296064473991569,11.261428585509588
2,5,8,100,10.0,11.276278998485987,11.242265175068471
2,5,9,100,10.0,11.256059192256341,11.222487009932127
2,5,10,100,10.0,11.235190535194894,11.201992853439224
2,5,11,100,10.0,11.213376678709484,11.180539274643156
2,5,12,100,10.0,11.19021176903587,11.157756635388976
2,5,13,100,10.0,11.16512893018072,11.133116556290936
2,5,14,100,10.0,11.137312946597538,11.105855318245258
2,5,15,100,10.0,11.105550849663807,11.074832796592911
2,5,16,100,10.0,11.06796755403433,11.03827482042805
2,5,17,100,10.0,11.021537841052872,10.993285062825146
2,5,18,100,10.0,10.96114101241908,10.934873187006604
2,5,19,100,10.0,10.877631706617123,10.853912861844554
2,5,20,100,10.0,10.753696301347782,10.732637928443001
2,5,21,100,10.0,10.554641120935814,10.534539138328732
2,5,22,100,10.0,10.208670127636294,10.184124871517238
2,5,23,100,10.0,9.578028904597215,9.552240503773792
2,5,24,100,10.0,8.50939882267787,8.589621400268316
2,5,25,100,10.0,7.195102191143535,7.641461480350732
2,5,26,100,10.0,6.192895433192388,6.992823583260025
2,5,27,100,10.0,5.596160033422861,6.556624243181634
2,5,28,100,10.0,5.216056842715784,6.244533158194556
2,5,29,100,10.0,4.944987188960432,6.014288347252145
2,5,0,100,20.0,4.683876730570195,4.8432903337816215
2,5,1,100,20.0,4.549553919063152,4.754289515050118
2,5,2,100,20.0,4.437023990569267,4.67428890092767
2,5,3,100,20.0,4.339402286847778,4.60271140166197
2,5,4,100,20.0,4.253165252193548,4.5379275462107564
2,5,5,100,20.0,4.175385073987703,4.478037251993752
2,5,6,100,20.0,4.103471204739085,4.421159383896113
2,5,7,100,20.0,4.0350791375442325,4.365474996635274
2,5,8,100,20.0,3.9680038329933156,4.3091519909343345
2,5,9,100,20.0,3.900038404483144,4.250208097180979
2,5,10,100,20.0,3.8287922497450158,4.186322069000565
2,5,11,100,20.0,3.751453235156874,4.114575723299545
2,5,12,100,20.0,3.6644648565395057,4.031091255984975
2,5,13,100,20.0,3.563077502784171,3.9305174992702767
2,5,14,100,20.0,3.440738531078201,3.8053361393729035
2,5,15,100,20.0,3.288365848059101,3.6450860639077556
2,5,16,100,20.0,3.093879023451486,3.4360776179318853
2,5,17,100,20.0,2.8433347158484135,3.1634447094368885
2,5,18,100,20.0,2.526838567370263,2.8192839364432696
2,5,19,100,20.0,2.1521674296286832,2.41829322716244
2,5,20,100,20.0,1.7573679848924848,2.0062754119912216
2,5,21,100,20.0,1.3975123837960113,1.6376983565305976
2,5,22,100,20.0,1.108382545248978,1.3411253675665373
2,5,23,100,20.0,0.8920514792093666,1.114724665652026
2,5,24,100,20.0,0.7328166107048344,0.943633751155673
2,5,25,100,20.0,0.6137208806509058,0.8128016096155292
2,5,26,100,20.0,0.5222033437871748,0.7108256693991617
2,5,27,100,20.0,0.4499767386223795,0.6297850057978498
2,5,28,100,20.0,0.39169331193590434,0.5642534435656898
2,5,29,100,20.0,0.34384055267093483,0.5104587664930201
2,5,0,100,30.0,0.3237021462721892,0.3697906440521601
2,5,1,100,30.0,0.27611691299113145,0.366406013523059
2,5,2,100,30.0,0.24792400570399528,0.3547819871580249
2,5,3,100,30.0,0.2256313102815061,0.3413868196971232
2,5,4,100,30.0,0.20675401739981286,0.3282427549284829
2,5,5,100,30.0,0.1903988792574214,0.3158885122208945
2,5,6,100,30.0,0.17606627489534318,0.3044173281758481
2,5,7,100,30.0,0.16341096546429595,0.2937929699509207
2,5,8,100,30.0,0.1521706575715683,0.2839458723169981
2,5,9,100,30.0,0.14213690432497988,0.27480266966302236
2,5,10,100,30.0,0.13314003560613433,0.2662949347850334
2,5,11,100,30.0,0.12503990352472988,0.25836125831703766
2,5,12,100,30.0,0.11771955259194454,0.2509472071076942
2,5,13,100,30.0,0.11108060377847664,0.2440046652821817
2,5,14,100,30.0,0.1050397563083629,0.2374910603656756
2,5,15,100,30.0,0.09952607081874609,0.23136863528795498
2,5,16,100,30.0,0.09447882358584556,0.22560380890122295
2,5,17,100,30.0,0.08984579058375398,0.22016662760413366
2,5,18,100,30.0,0.08558186179331674,0.21503029843455337
2,5,19,100,30.0,0.08164791314126388,0.2101707915573155
2,5,20,100,30.0,0.0780098818160477,0.20556650086878248
2,5,21,100,30.0,0.07463800368630809,0.20119795308716337
2,5,22,100,30.0,0.0715061809743135,0.19704755737086269
2,5,23,100,30.0,0.06859145532739401,0.19309938895876536
2,5,24,100,30.0,0.06587356670105171,0.18933900151589272
2,5,25,100,30.0,0.063334582494895,0.18575326382230706
2,5,26,100,30.0,0.06095858449444975,0.1823302172049913
2,5,27,100,30.0,0.05873140359911197,0.1790589507221687
2,5,28,100,30.0,0.05664039422505957,0.17592949160043234
2,5,29,100,30.0,0.05467424178333179,0.17293270882336534
2,5,0,500,10.0,0.2814305718785859,0.22085648926713652
2,5,1,500,10.0,0.1789231051550301,0.1919825948619732
2,5,2,500,10.0,0.12671907978380295,0.16622664396782386
2,5,3,500,10.0,0.09211166187216928,0.14631495384317933
2,5,4,500,10.0,0.06850719601674937,0.13301823884415062
2,5,5,500,10.0,0.05279741449254317,0.12401505002562303
2,5,6,500,10.0,0.042235995255691855,0.117107001912433
2,5,7,500,10.0,0.034859008916169866,0.111378856595518
2,5,8,500,10.0,0.0294878259665587,0.10650552634528865
2,5,9,500,10.0,0.025431603400283564,0.10231748488294536
2,5,10,500,10.0,0.022274377477896484,0.09869117480041624
2,5,11,500,10.0,0.0197553350885829,0.09552775390409106
2,5,12,500,10.0,0.017704075820505132,0.0927474620594795
2,5,13,500,10.0,0.016005061269668615,0.0902861467874597
2,5,14,500,10.0,0.014577391943102936,0.08809224690679339
2,5,15,500,10.0,0.013362837687501686,0.08612420662562549
2,5,16,500,10.0,0.012318478909632391,0.08434836146533464
2,5,17,500,10.0,0.011412024292864732,0.08273726259201197
2,5,18,500,10.0,0.010618739337883909,0.08126836961364982
2,5,19,500,10.0,0.00991937665500698,0.07992303724837571
2,5,20,500,10.0,0.009298747760995572,0.07868573024386734
2,5,21,500,10.0,0.008744716556334634,0.07754341341142908
2,5,22,500,10.0,0.008247476523214045,0.07648507543460838
2,5,23,500,10.0,0.007799022847051134,0.07550135491218196
2,5,24,500,10.0,0.0073927609935138605,0.07458424477867585
2,5,25,500,10.0,0.007023212444904083,0.0737268571007763
2,5,26,500,10.0,0.0066857906895202435,0.07292323464911105
2,5,27,500,10.0,0.0063766287268148475,0.07216819893442457
2,5,28,500,10.0,0.00609244483702748,0.07145722685365632
2,5,29,500,10.0,0.005830437110111881,0.07078634992935007
2,5,0,500,20.0,0.005720955226442299,0.005193013899207043
2,5,1,500,20.0,0.005517944539557687,0.005119045297687577
2,5,2,500,20.0,0.0053324494555172,0.005039565924601906
2,5,3,500,20.0,0.005160500121469005,0.004957256189113646
2,5,4,500,20.0,0.004999903775953721,0.0048738911209782135
2,5,5,500,20.0,0.004849209389437607,0.004790619984666324
2,5,6,500,20.0,0.0047073353978894575,0.004708182884530984
2,5,7,500,20.0,0.004573416619965437,0.004627054777725175
2,5,8,500,20.0,0.004446731681231767,0.004547537390911381
2,5,9,500,20.0,0.0043266636301719725,0.004469817660860262
2,5,10,500,20.0,0.004212675964009712,0.004394005303427263
2,5,11,500,20.0,0.004104296660769441,0.004320157380294902
2,5,12,500,20.0,0.004001106804047689,0.004248294669771874
2,5,13,500,20.0,0.0039027320693207765,0.004178412781207309
2,5,14,500,20.0,0.003808836116263942,0.004110489832528951
2,5,15,500,20.0,0.003719115319764497,0.004044491836265565
2,5,16,500,20.0,0.0036332944812915062,0.003980376528748453
2,5,17,500,20.0,0.00355112328218673,0.003918096122924071
2,5,18,500,20.0,0.0034723733131739112,0.0038575993049063746
2,5,19,500,20.0,0.003396835560703161,0.003798832691433233
2,5,20,500,20.0,0.003324318261527103,0.003741741898033104
2,5,21,500,20.0,0.003254645058126878,0.003686272322855073
2,5,22,500,20.0,0.0031876534027072594,0.0036323697207487635
2,5,23,500,20.0,0.00312319316852066,0.003579980621293981
2,5,24,500,20.0,0.003061125435536156,0.0035290526299021755
2,5,25,500,20.0,0.003001321423764967,0.0034795346408008415
2,5,26,500,20.0,0.0029436615524306795,0.0034313769833238376
2,5,27,500,20.0,0.0028880346070038997,0.0033845315175769775
2,5,28,500,20.0,0.002834336999166124,0.003338951691625993
2,5,29,500,20.0,0.002782472107212384,0.0032945925694521476
2,5,0,500,30.0,0.0015928283865341895,0.004668469584361827
2,5,1,500,30.0,0.0015661346605526153,0.004648185456433961
2,5,2,500,30.0,0.0015411014383561602,0.004629855960185723
2,5,3,500,30.0,0.0015175141806130575,0.004613150319267743
2,5,4,500,30.0,0.0014951971920763522,0.0045978014822136894
2,5,5,500,30.0,0.0014740052431557807,0.004583592587053939
2,5,6,500,30.0,0.0014538172250066863,0.004570346563730454
2,5,7,500,30.0,0.001434531294568766,0.004557918081951299
2,5,8,500,30.0,0.0014160611242917502,0.004546187269863793
2,5,9,500,30.0,0.001398332979766547,0.00453505478176124
2,5,10,500,30.0,0.0013812834239548257,0.004524437901833728
2,5,11,500,30.0,0.001364857499951924,0.004514267449412935
2,5,12,500,30.0,0.0013490072822551042,0.00450448530837537
2,5,13,500,30.0,0.0013336907140013732,0.004495042445542408
2,5,14,500,30.0,0.0013188706677228074,0.004485897314303088
2,5,15,500,30.0,0.00130451418198365,0.0044770145632523715
2,5,16,500,30.0,0.0012905918372937719,0.004468363987472704
2,5,17,500,30.0,0.0012770772429737999,0.004459919673684078
2,5,18,500,30.0,0.0012639466129121986,0.004451659300924152
2,5,19,500,30.0,0.001251178412929167,0.004443563566478906
2,5,20,500,30.0,0.0012387530661255427,0.004435615713044136
2,5,21,500,30.0,0.0012266527054230405,0.004427801137984087
2,5,22,500,30.0,0.0012148609646992494,0.004420107069388356
2,5,23,500,30.0,0.0012033628016364616,0.004412522296648305
2,5,24,500,30.0,0.0011921443467505875,0.004405036945666298
2,5,25,500,30.0,0.0011811927741297577,0.004397642290709778
2,5,26,500,30.0,0.0011704961902548581,0.004390330596438335
2,5,27,500,30.0,0.0011600435379459856,0.004383094984842289
2,5,28,500,30.0,0.0011498245130156578,0.004375929322806912
2,5,29,500,30.0,0.0011398294916413838,0.004368828126797609
2,5,0,1000,10.0,0.023701153402045556,0.006757478991987754
2,5,1,1000,10.0,0.017904952638379216,0.006949044104318632
2,5,2,1000,10.0,0.014259038304048352,0.006890195097126451
2,5,3,1000,10.0,0.012008548404324785,0.006700667094797806
2,5,4,1000,10.0,0.010434043832602269,0.006465954499042629
2,5,5,1000,10.0,0.009248258131369867,0.006226195709146722
2,5,6,1000,10.0,0.008314544053310951,0.005997400070358438
2,5,7,1000,10.0,0.007556774609722049,0.005784897932779309
2,5,8,1000,10.0,0.006927892577216858,0.0055895694239552025
2,5,9,1000,10.0,0.006396751419405355,0.005410543944522884
2,5,10,1000,10.0,0.005941722376810778,0.005246353210161395
2,5,11,1000,10.0,0.005547236210412057,0.005095416667582588
2,5,12,1000,10.0,0.005201763389057908,0.004956236653446656
2,5,13,1000,10.0,0.004896565703052154,0.004827466766737923
2,5,14,1000,10.0,0.004624890265812751,0.004707925523248168
2,5,15,1000,10.0,0.004381430641604446,0.0045965875166985165
2,5,16,1000,10.0,0.004161956036001853,0.004492566542935862
2,5,17,1000,10.0,0.003963049847076053,0.004395097068818538
2,5,18,1000,10.0,0.003781921422421637,0.004303516716906863
2,5,19,1000,10.0,0.003616268022402097,0.004217250733881243
2,5,20,1000,10.0,0.0034641719494224125,0.004135798644820811
2,5,21,1000,10.0,0.003324022770027128,0.004058722970412163
2,5,22,1000,10.0,0.0031944577401975555,0.003985639765199199
2,5,23,1000,10.0,0.0030743156330867057,0.00391621071007183
2,5,24,1000,10.0,0.0029626005677272044,0.0038501365076273244
2,5,25,1000,10.0,0.0028584533921568477,0.0037871513593417546
2,5,26,1000,10.0,0.002761128837021183,0.0037270183368888895
2,5,27,1000,10.0,0.0026699771225210255,0.0036695254913579442
2,5,28,1000,10.0,0.0025844290350079003,0.0036144825716537122
2,5,29,1000,10.0,0.0025039837307372476,0.0035617182466335206
2,5,0,1000,20.0,0.002225914962219531,0.002987742177839072
2,5,1,1000,20.0,0.00215529233367983,0.003002113503122445
2,5,2,1000,20.0,0.002092600720480623,0.0030106840065400784
2,5,3,1000,20.0,0.0020351198655586228,0.003015031197942202
2,5,4,1000,20.0,0.001981652237217764,0.003016382266667532
2,5,5,1000,20.0,0.0019315267236150852,0.003015592908923404
2,5,6,1000,20.0,0.0018842927099257238,0.00301324733826976
2,5,7,1000,20.0,0.0018396135407393853,0.0030097488867073534
2,5,8,1000,20.0,0.0017972225823197836,0.003005382844062718
2,5,9,1000,20.0,0.0017569013725612969,0.0030003568069347487
2,5,10,1000,20.0,0.0017184668636989083,0.00299482606104123
2,5,11,1000,20.0,0.0016817631025575555,0.0029889096216691798
2,5,12,1000,20.0,0.0016466554240102311,0.002982700555996415
2,5,13,1000,20.0,0.0016130262271773187,0.002976272801046077
2,5,14,1000,20.0,0.0015807718175836316,0.002969685805492403
2,5,15,1000,20.0,0.0015497999976727306,0.002962987791455825
2,5,16,1000,20.0,0.00152002819723296,0.0029562181178571043
2,5,17,1000,20.0,0.00149138200116041,0.002949409041328025
2,5,18,1000,20.0,0.00146379397435789,0.0029425870605296676
2,5,19,1000,20.0,0.0014372027119682078,0.002935773963551201
2,5,20,1000,20.0,0.0014115520626947918,0.0029289876576454738
2,5,21,1000,20.0,0.0013867904866885405,0.0029222428353532343
2,5,22,1000,20.0,0.0013628705192578572,0.0029155515149753442
2,5,23,1000,20.0,0.0013397483187169688,0.002908923482805196
2,5,24,1000,20.0,0.0013173832818342698,0.0029023666574206023
2,5,25,1000,20.0,0.001295737714139889,0.002895887391408716
2,5,26,1000,20.0,0.0012747765451776205,0.002889490722383382
2,5,27,1000,20.0,0.0012544670809116311,0.0028831805825931408
2,5,28,1000,20.0,0.0012347787871104456,0.002876959974499589
2,5,29,1000,20.0,0.0012156830987649476,0.002870831118247787
2,5,0,1000,30.0,0.0011979649996180885,0.0016280423442601552
2,5,1,1000,30.0,0.0011829120628687028,0.0016163758994135375
2,5,2,1000,30.0,0.0011683858175452675,0.001605940114681958
2,5,3,1000,30.0,0.001154300406145174,0.0015964566279558863
2,5,4,1000,30.0,0.0011406018012971207,0.001587722143892805
2,5,5,1000,30.0,0.0011272542846952843,0.001579586082467238
2,5,6,1000,30.0,0.0011142328144738841,0.0015719354891704257
2,5,7,1000,30.0,0.0011015186841234336,0.0015646846508118918
2,5,8,1000,30.0,0.00108909703477562,0.0015577678264525948
2,5,9,1000,30.0,0.001076955417968757,0.0015511340814277482
2,5,10,1000,30.0,0.001065082957496172,0.0015447435667212852
2,5,11,1000,30.0,0.0010534698549408586,0.0015385648076859581
2,5,12,1000,30.0,0.0010421070935509283,0.0015325727077470173
2,5,13,1000,30.0,0.0010309862572924584,0.001526747065008702
2,5,14,1000,30.0,0.0010200994172510148,0.0015210714609225724
2,5,15,1000,30.0,0.0010094390577406497,0.0015155324215210342
2,5,16,1000,30.0,0.000998998026068048,0.0015101187800761532
2,5,17,1000,30.0,0.0009887694965849075,0.0015048211897739606
2,5,18,1000,30.0,0.0009787469435325105,0.0014996317488986067
2,5,19,1000,30.0,0.0009689241194355463,0.001494543710934032
2,5,20,1000,30.0,0.0009592950371161102,0.0014895512591323505
2,5,21,1000,30.0,0.0009498539541698026,0.0014846493302869152
2,5,22,1000,30.0,0.0009405953591993454,0.0014798334762535807
2,5,23,1000,30.0,0.0009315139593688868,0.001475099754569563
2,5,24,1000,30.0,0.0009226046690014694,0.0014704446416067727
2,5,25,1000,30.0,0.0009138625990373437,0.0014658649632549418
2,5,26,1000,30.0,0.0009052830472286643,0.0014613578393015384
2,5,27,1000,30.0,0.0008968614889803216,0.001456920638559716
2,5,28,1000,30.0,0.0008885935687702028,0.0014525509424680632
2,5,29,1000,30.0,0.0008804750920947416,0.0014482465153955186
2,10,0,100,10.0,16.122483105213643,11.36005080172375
2,10,1,100,10.0,11.540031316114499,11.47283373181845
2,10,2,100,10.0,11.504233244411457,11.467169840456402
2,10,3,100,10.0,11.469250167060945,11.44946814727142
2,10,4,100,10.0,11.43302376092208,11.428850753483886
2,10,5,100,10.0,11.395095766463408,11.404971474372854
2,10,6,100,10.0,11.354097745411476,11.376315618141424
2,10,7,100,10.0,11.307948082024824,11.340446397506561
2,10,8,100,10.0,11.25338560272749,11.293386781832188
2,10,9,100,10.0,11.185016337567614,11.228333990806327
2,10,10,100,10.0,11.093391300250632,11.133017600048742
2,10,11,100,10.0,10.9609247251199,10.984004815988213
2,10,12,100,10.0,10.752845025174848,10.734082363938882
2,10,13,100,10.0,10.397391856044273,10.286360028915754
2,10,14,100,10.0,9.753790957297662,9.470685677338544
2,10,15,100,10.0,8.657822489368572,8.22446447497995
2,10,16,100,10.0,7.3352782410252715,7.103396668171663
2,10,17,100,10.0,6.413319969786493,6.529474345760801
2,10,18,100,10.0,5.931603964979095,6.237106709210906
2,10,19,100,10.0,5.625558619385448,5.9999338074931945
2,10,20,100,10.0,5.34879518805464,5.722515951785906
2,10,21,100,10.0,5.030690044359828,5.350114067411117
2,10,22,100,10.0,4.619091579859685,4.832682813640356
2,10,23,100,10.0,4.059268286286086,4.127480211878347
2,10,24,100,10.0,3.3090577611854286,3.2533546131686046
2,10,25,100,10.0,2.4224047347624156,2.37511693515522
2,10,26,100,10.0,1.6077580409872765,1.7070844480444067
2,10,27,100,10.0,1.0373934329063026,1.2874663882673265
2,10,28,100,10.0,0.6949749159933473,1.0323249897062792
2,10,29,100,10.0,0.4938605987616437,0.8691857738485638
2,10,0,100,20.0,0.39965005768972534,0.28402662224098474
2,10,1,100,20.0,0.3303547361852194,0.23750894658488658
2,10,2,100,20.0,0.2786040348602534,0.20270834970664833
2,10,3,100,20.0,0.2393503219890823,0.17604771071753697
2,10,4,100,20.0,0.2089220363350199,0.15513484065862557
2,10,5,100,20.0,0.18482995105732436,0.13837987466709376
2,10,6,100,20.0,0.16538292419905545,0.12470570653357775
2,10,7,100,20.0,0.1494119190649862,0.1133649962910569
2,10,8,100,20.0,0.13609257886554807,0.10382687807350757
2,10,9,100,20.0,0.1248321866755549,0.0957059346723517
2,10,10,100,20.0,0.11519671493720467,0.08871672606429679
2,10,11,100,20.0,0.10686288554214081,0.08264401336619139
2,10,12,100,20.0,0.09958606889618848,0.07732282755801242
2,10,13,100,20.0,0.0931783993138507,0.07262484964909319
2,10,14,100,20.0,0.0874936032141078,0.06844892368335516
2,10,15,100,20.0,0.08241631633528405,0.06471433057868285
2,10,16,100,20.0,0.07785445231825759,0.061355940936363006
2,10,17,100,20.0,0.0737336769541412,0.0583206689530161
2,10,18,100,20.0,0.06999335591648226,0.055564841866216866
2,10,19,100,20.0,0.06658354708269382,0.0530522232978587
2,10,20,100,20.0,0.06346274247321855,0.050752510143419534
2,10,21,100,20.0,0.06059615436539941,0.04864017684920838
2,10,22,100,20.0,0.05795440079770532,0.046693577611199716
2,10,23,100,20.0,0.05551248729008475,0.04489424223074911
2,10,24,100,20.0,0.053249010479619024,0.04322631890749613
2,10,25,100,20.0,0.051145529622994096,0.041676129620140674
2,10,26,100,20.0,0.04918606626801118,0.040231812572269626
2,10,27,100,20.0,0.04735670266424289,0.038883032549382815
2,10,28,100,20.0,0.04564525689813925,0.03762074467783571
2,10,29,100,20.0,0.04404101814107201,0.03643700049745622
2,10,0,100,30.0,0.033670236077824024,0.05493305581227402
2,10,1,100,30.0,0.03222092122150194,0.054897843164697355
2,10,2,100,30.0,0.03101172876480509,0.054817857327272936
2,10,3,100,30.0,0.02996843894277053,0.05469919185490778
2,10,4,100,30.0,0.02904536439257298,0.05454910152872339
2,10,5,100,30.0,0.028213155991568005,0.0543744994537844
2,10,6,100,30.0,0.027452215314811602,0.054181406174589976
2,10,7,100,30.0,0.026748977080672292,0.05397482860637585
2,10,8,100,30.0,0.026093732946189486,0.05375882150827232
2,10,9,100,30.0,0.02547931609252664,0.05353661473078262
2,10,10,100,30.0,0.024900282727415207,0.05331075278633546
2,10,11,100,30.0,0.02435238893552414,0.05308322409794468
2,10,12,100,30.0,0.023832247777100038,0.05285557202569473
2,10,13,100,30.0,0.023337099121105858,0.05262898653457513
2,10,14,100,30.0,0.02286465163038154,0.05240437819848273
2,10,15,100,30.0,0.022412971943233755,0.05218243717691504
2,10,16,100,30.0,0.02198040537268313,0.05196367988002543
2,10,17,100,30.0,0.02156551807026746,0.051748485762775444
2,10,18,100,30.0,0.021167054082233874,0.05153712630381536
2,10,19,100,30.0,0.020783902921553986,0.0513297878397136
2,10,20,100,30.0,0.020415074689720997,0.051126589584309566
2,10,21,100,30.0,0.020059680704500874,0.05092759787877546
2,10,22,100,30.0,0.019716918202950403,0.05073283748884686
2,10,23,100,30.0,0.0193860581032193,0.050542300584581014
2,10,24,100,30.0,0.0190664350927413,0.05035595389656234
2,10,25,100,30.0,0.01875743950807594,0.05017374443275685
2,10,26,100,30.0,0.018458510611061636,0.04999560405540712
2,10,27,100,30.0,0.018169130965518143,0.0498214531518836
2,10,28,100,30.0,0.0178888216907313,0.0496512035828264
2,10,29,100,30.0,0.017617138420602474,0.049484761051790935
2,10,0,500,10.0,0.12385830317498281,0.23595875224387497
2,10,1,500,10.0,0.09508096650558995,0.21844080864892876
2,10,2,500,10.0,0.0759803081642262,0.20516519020371873
2,10,3,500,10.0,0.0622314642175529,0.1948343898978939
2,10,4,500,10.0,0.0519998400395634,0.1865249000794702
2,10,5,500,10.0,0.04421116279418693,0.17965875755844687
2,10,6,500,10.0,0.03816663183074232,0.173865475164471
2,10,7,500,10.0,0.03339041037381122,0.16889722514731956
2,10,8,500,10.0,0.0295517322123008,0.1645806927683762
2,10,9,500,10.0,0.026417574311078273,0.16078984970727847
2,10,10,500,10.0,0.02382161239839178,0.1574301540059883
2,10,11,500,10.0,0.021643418981857242,0.15442894357973957
